N,fnet,fsum,v,zeta
47,0.0013136372774224785,0.005654911218389603,0.00010404469053309568,6.195131771599762
6,0.0003649749548969708,0.0006440727870614411,0.0002102216169259502,0.8336798631953364
14,0.0004233043291481539,0.0014909755982798862,0.00015134673846859675,1.8822423703652502
9,0.00035852443972440965,0.0011049994241653625,0.0003766498798139213,1.3297054131121924
19,0.001452496823074457,0.0023124563150066393,0.0005034364445247988,2.566667752196236
5,0.0004719548720834007,0.0005023532615322169,0.0004920760995923725,0.7217621856403594
18,0.0004891335492285494,0.0021490132734191232,0.0003666824177936805,2.631743514677903
8,0.0008120129168666616,0.0009126085768355786,0.0007061183873453677,1.0392518407146403
4,0.0001646238543852257,0.00040239890004054095,0.00032100941437218893,0.5629707189130961
58,0.002384875000985134,0.005915525269507423,0.0003391807396678461,7.520637846369262
7,0.0005034275146054783,0.0009017341331848856,6.348632151715076e-05,0.942224155707518
5,0.0007752986834233621,0.0008005884440460272,0.001015298273400903,0.6544822858984434
4,7.869592345020589e-05,0.0004065715247346628,0.00017466653226212343,0.5405418492267162
7,0.0002471756224817685,0.0006239530897610407,9.485555150798873e-05,1.0539120412684189
14,0.0009965885458766278,0.001903372523502984,0.0004897105425047737,1.9550395670466556
4,0.00013582217450524862,0.0003102415675814136,0.0008478169444317502,0.5027435201108581
4,0.00011264233969713855,0.0003784790869771883,0.0003322268830364053,0.5616755001095162
28,0.0003757281489507828,0.003225451119574636,0.00011944865614673837,3.5141435238534604
