t,Q,n_cl,lcf,nullQ,ARI,edge_jac,sigv2,file,case,seed,alpha,s_ratio,chi,ari_floor
20000.0,0.9500131344455663,12,0.49025,,0.7625098338636385,0.35965086292402304,1.282871648364666e-09,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
22000.0,0.9462550009848077,11,0.489,,0.7505996777814317,0.35797819623389493,1.1623685131975324e-09,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
24000.0,0.9469562745611905,11,0.49075,,0.7578862204545351,0.36159477641472104,1.088408933698735e-09,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
26000.0,0.9441829757509324,11,0.491,,0.7467244252644881,0.3502988047808765,9.221383752047549e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
28000.0,0.9445914313950715,11,0.48925,,0.779742777452695,0.3358037055583375,8.113642031449208e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
30000.0,0.9439486107105769,11,0.491,,0.7622784170676667,0.3308735540486637,9.3437992089677e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
32000.0,0.9440811479170735,12,0.48975,,0.7609018653132531,0.33048404731140046,8.571503567548031e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
34000.0,0.9414632034817413,11,0.49025,,0.7222442662981817,0.33330021855752034,8.970386707125987e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
36000.0,0.9432510430516393,11,0.4895,,0.7685185665041991,0.3299370692238538,8.551515101120127e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
38000.0,0.941839589309127,10,0.49025,,0.7841049177775787,0.3277478555755037,8.90251852658278e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
40000.0,0.9418306565231561,9,0.49,,0.7913507666324329,0.3309173947577443,8.539695449195763e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
42000.0,0.9384299325082117,9,0.48975,,0.7339500339174075,0.3368535333596526,9.390270229296787e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
44000.0,0.9393842385816192,9,0.49,,0.7364578443230859,0.32961280126432235,6.874215251736289e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
46000.0,0.9381891020144869,10,0.48925,,0.7453824434527455,0.3351756810106593,8.219183940079477e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
48000.0,0.937790368194978,10,0.49075,,0.6522697484528073,0.33165581211762385,7.722896879815901e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
50000.0,0.9369315418199926,9,0.49025,,0.6846627717003697,0.32305563790888425,9.301206971121408e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
52000.0,0.9352157136591532,9,0.49075,,0.6817774071909903,0.3148974130240857,7.824456562599107e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
54000.0,0.9377283953332078,6,0.60325,,0.6867557096684832,0.32284393745697704,9.471810154709012e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
56000.0,0.9366311563721901,7,0.6025,,0.7415023807281952,0.3137798001780592,9.082368619165358e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
58000.0,0.9356339297250632,9,0.54325,,0.7980418912604553,0.3256271519921299,8.595503084273115e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
60000.0,0.9364194116861595,8,0.603,,0.7101808256483102,0.31473590328015066,7.38201397296086e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
62000.0,0.9332223748352275,7,0.60325,,0.6833937214750998,0.31135531135531136,7.825936421288598e-10,bidisperse_a0.005_sr0.667_x0.25_N4000_L24_T400000_seed1.npz,bidisperse,1,0.005,0.6666666666666666,0.25,0.7403247910709947
